"EUK.BLANK-2","EUK.BLANK-3","EUK.BLANK-4","EUK.BLANK-5","EUK.BLANK-7","EUK.BLANK-8","EUK.ExrNTC-1","EUK.ExrNTC-3","EUK.ExrNTC-4","EUK.ExrNTC-5","EUK.ExrNTC-6","EUK.ExrNTC-7","EUK.ExrNTC-8","EUK.ExrPTC-1","EUK.ExrPTC-2","EUK.ExrPTC-3","EUK.ExrPTC-4","EUK.ExrPTC-5","EUK.ExrPTC-6","EUK.ExrPTC-7","EUK.ExrPTC-8","EUK.LH-MD9-0000-1","EUK.LH-MD9-0000-2","EUK.LH-MD9-0000-3","EUK.LH-MD9-0000-4","EUK.LH-MD9-0000-5","EUK.LH-MD9-0000-6","EUK.LH-MD9-0000-7","EUK.LH-MD9-0000-8","EUK.LH-MD9-0250-1","EUK.LH-MD9-0250-2","EUK.LH-MD9-0250-3","EUK.LH-MD9-0250-4","EUK.LH-MD9-0250-5","EUK.LH-MD9-0250-6","EUK.LH-MD9-0250-7","EUK.LH-MD9-0250-8","EUK.LH-MD9-0450-1","EUK.LH-MD9-0450-2","EUK.LH-MD9-0450-3","EUK.LH-MD9-0450-4","EUK.LH-MD9-0450-5","EUK.LH-MD9-0450-6","EUK.LH-MD9-0450-7","EUK.LH-MD9-0450-8","EUK.LH-MD9-0700-1","EUK.LH-MD9-0700-2","EUK.LH-MD9-0700-3","EUK.LH-MD9-0700-4","EUK.LH-MD9-0700-5","EUK.LH-MD9-0700-6","EUK.LH-MD9-0700-7","EUK.LH-MD9-0700-8","EUK.LH-MD9-0900-1","EUK.LH-MD9-0900-2","EUK.LH-MD9-0900-3","EUK.LH-MD9-0900-4","EUK.LH-MD9-0900-5","EUK.LH-MD9-0900-6","EUK.LH-MD9-0900-7","EUK.LH-MD9-0900-8","EUK.LH-MD9-1150-1","EUK.LH-MD9-1150-2","EUK.LH-MD9-1150-3","EUK.LH-MD9-1150-4","EUK.LH-MD9-1150-5","EUK.LH-MD9-1150-6","EUK.LH-MD9-1150-7","EUK.LH-MD9-1150-8","EUK.NM-MD9-1849-1","EUK.NM-MD9-1849-2","EUK.NM-MD9-1849-3","EUK.NM-MD9-1849-4","EUK.NM-MD9-1849-5","EUK.NM-MD9-1849-6","EUK.NM-MD9-1849-7","EUK.NM-MD9-1849-8","EUK.NM-MD9-2050-1","EUK.NM-MD9-2050-2","EUK.NM-MD9-2050-3","EUK.NM-MD9-2050-4","EUK.NM-MD9-2050-5","EUK.NM-MD9-2050-6","EUK.NM-MD9-2050-7","EUK.NM-MD9-2050-8","EUK.NM-MD9-2250-1","EUK.NM-MD9-2250-2","EUK.NM-MD9-2250-3","EUK.NM-MD9-2250-4","EUK.NM-MD9-2250-5","EUK.NM-MD9-2250-6","EUK.NM-MD9-2250-7","EUK.NM-MD9-2250-8","EUK.NM-MD9-2450-1","EUK.NM-MD9-2450-2","EUK.NM-MD9-2450-3","EUK.NM-MD9-2450-4","EUK.NM-MD9-2450-5","EUK.NM-MD9-2450-6","EUK.NM-MD9-2450-7","EUK.NM-MD9-2450-8","EUK.NM-MD9-2650-1","EUK.NM-MD9-2650-2","EUK.NM-MD9-2650-3","EUK.NM-MD9-2650-4","EUK.NM-MD9-2650-5","EUK.NM-MD9-2650-6","EUK.NM-MD9-2650-7","EUK.NM-MD9-2650-8","EUK.TubNTC-1","EUK.TubNTC-2","EUK.TubNTC-3","EUK.TubNTC-4","EUK.TubNTC-5","EUK.TubNTC-6","EUK.BLANK-1"
"ASV_625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,81,0,69,103,34,28,0,0,0,44,0,19,127,77,0,0,73,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,28,0,0,42,0,0,0,187,31,24,0,0,70,63,19,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,99,84,227,179,64,178,280,0,1,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,138,49,339,206,21,122,178,2,4,1,0,0,2,0,1,1,2,0,1,26,0,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,68,24,30,158,77,27,0,0,158,54,81,0,0,20,72,12,102,0,0,0,39,62,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,0,0,21,1,0,0,43,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,15,5,13,0,19,0,0,1,2,1,1,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,9,57,13,39,0,6,0,0,135,0,0,0,0,40,0,19,41,0,31,0,7,0,13,0,0,0,0,0,0,0,0,0,69,61,0,0,92,0,93,0,0,0,46,68,37,0,0,53,49,0,0,0,0,0,92,0,0,0,0,0,0,0,0
"ASV_630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,114,86,125,232,178,191,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,5,6,9,5,3,4,5,11,19,50,104,26,337,10,42,85,16,4,5,25,6,1,18,26,4,92,34,3,39,1,45,26,2,0,0,1,34,1,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,15,6,0,0,3,36,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_632",0,0,0,0,0,0,0,0,0,0,0,0,0,35,68,731,41,63,47,85,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,44,0,43,0,0,34,12,0,24,93,0,0,90,10,67,0,15,58,0,25,0,0,22,48,15,0,29,55,52,3,73,32,109,74,39,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_634",0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,87,110,51,197,219,64,182,229,0,0,20,2,0,0,0,0,0,8,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"ASV_635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,75,4,9,63,55,150,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,42,44,15,105,192,19,162,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,112,209,270,123,24,1,180,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,29,22,102,99,0,19,98,23,39,3,60,193,11,10,0,0,0,0,0,0,0,0,30,23,71,0,10,63,0,0,0,0,13,0,0,0,0,0,0,140,14,0,0,43,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,3,0,3,0,0,0,0,1,1,0,0,0,27,84,57,67,691,26,129,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,0,503,0,0,0,0,691,0,0,0,0,0,0,0,0
"ASV_640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,2,4,14,8,0,0,0,0,0,0,0,1,23,106,70,57,639,24,145,88,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,68,12,214,10,0,69,39,0,0,22,22,23,86,22,0,12,0,28,0,0,0,0,0,69,16,26,0,28,0,0,0,0,0,0,0,0,0,0,0,72,40,0,1,0,207,0,0,0,0,15,16,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,62,43,63,96,0,0,0,31,12,36,0,0,56,0,0,30,38,134,62,0,20,0,0,33,31,29,24,0,0,0,0,0,105,0,34,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0
"ASV_643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,1,3,8,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,172,154,190,155,76,148,149,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_644",0,0,0,0,0,0,0,0,0,0,0,0,0,72,218,341,103,74,87,176,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,112,34,202,207,59,145,172,2,5,5,3,3,0,10,7,0,0,1,1,13,2,2,11,0,5,16,3,1,6,2,0,0,0,0,0,3,0,4,1,1,0,0,0,3,5,1,2,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,36,16,87,27,7,63,53,190,12,197,25,93,189,38,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,38,271,64,42,58,91,278,108,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_648",0,0,0,0,0,0,0,0,0,0,0,0,0,48,175,501,50,44,77,119,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_649",0,0,0,0,0,0,0,0,0,0,0,0,0,35,59,625,34,58,106,140,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,49,20,3,55,14,11,13,16,6,18,9,29,132,12,25,21,43,74,39,65,14,30,44,98,4,1,12,2,35,2,6,26,5,0,6,1,119,15,2,8,18,0,0,0,0,2,1,0,27,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,9,8,39,37,40,7,36,10,37,13,38,196,4,33,24,53,21,97,56,32,36,82,48,0,19,31,0,37,0,5,20,2,1,2,2,37,21,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_652",0,0,0,0,0,0,0,0,0,0,0,0,0,188,81,225,45,75,176,163,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,9,18,1,10,8,18,7,2,31,10,10,0,13,1,20,17,24,157,12,23,9,34,14,38,33,25,29,66,45,3,10,23,5,93,0,38,67,6,4,8,9,110,32,2,5,1,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,1,0,0,0,0,2,0,0,0,23,61,94,79,491,36,202,112,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,140,111,133,308,89,138,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,29,0,0,41,137,0,22,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,17,176,36,18,43,9,77,0,0,41,19,0,40,0,118,44,1,0,0,0,0,0,0,0,0,33,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,35,1,12,0,0,20,9,16,52,60,94,35,0,173,42,32,0,33,9,0,47,36,8,34,0,0,24,3,0,107,11,0,0,0,0,0,0,0,0,0,1,16,33,62,45,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,89,66,143,214,52,201,185,2,0,4,2,0,0,3,2,2,6,0,2,1,0,5,0,6,4,4,1,0,13,0,16,0,0,2,0,3,0,0,1,1,2,0,0,11,0,1,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_659",0,0,0,0,0,0,0,0,0,0,0,0,0,134,117,171,116,108,92,114,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,130,213,99,72,246,99,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,49,24,0,0,0,0,45,24,0,0,6,0,36,42,0,0,0,0,37,0,0,55,5,35,15,0,117,23,0,126,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,0,73,16,0,0,75,60,0,0,0,0,0,107,0,0,0,0,0,0,0,0
"ASV_662",0,0,0,0,0,0,0,0,0,0,0,0,0,76,75,639,54,36,56,102,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,0,0,0,0,0,15,59,250,21,42,211,29,230,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,98,48,225,131,121,161,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_665",0,0,0,0,0,0,0,0,0,0,0,0,0,102,80,233,45,183,124,155,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,143,68,173,94,138,177,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,14,15,20,3,31,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,36,25,41,60,0,0,17,3,0,13,0,10,0,43,0,0,57,7,0,0,2,0,0,0,3,0,25,41,0,0,5,21,11,0,6,0,59,0,0,56,7,0,39,8,66,2,0,0,0,0,4,0,27,0,0,30,0,6,58,22,77,11,21,0,0,0,11,0,0,0,28,0,0,0,0,0,0,0
"ASV_668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,28,18,41,71,36,50,13,30,14,4,8,42,93,4,24,14,2,7,9,0,0,0,0,8,6,8,7,2,129,0,11,30,25,9,22,33,113,10,18,52,41,2,13,13,5,29,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,33,80,34,30,482,38,90,89,38,24,30,32,5,21,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,155,88,170,173,117,238,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,0,0,8,23,2,3,6,14,44,2,7,10,28,10,28,13,0,0,9,41,62,72,76,33,29,74,97,23,78,22,9,12,5,48,56,8,8,0,0,1,0,0,0,5,0,0,0,0,0,0,0,46,0,1,0,11,0,0,0,0,8,26,0,18,0,10,0,9,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,189,0,0,128,45,22,36,107,41,101,48,103,111,28,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,64,71,40,80,0,0,136,63,0,0,0,0,0,0,0,0,32,136,51,92,139,0,143,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_674",0,0,0,0,0,0,0,0,0,0,0,0,0,91,107,65,106,210,81,188,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_675",0,0,0,0,0,0,0,0,0,0,0,0,0,84,137,85,118,72,55,369,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
