,EUK.BLANK.2,EUK.BLANK.3,EUK.BLANK.4,EUK.BLANK.5,EUK.BLANK.7,EUK.BLANK.8,EUK.ExrNTC.1,EUK.ExrNTC.3,EUK.ExrNTC.4,EUK.ExrNTC.5,EUK.ExrNTC.6,EUK.ExrNTC.7,EUK.ExrNTC.8,EUK.TubNTC.1,EUK.TubNTC.2,EUK.TubNTC.3,EUK.TubNTC.4,EUK.TubNTC.5,EUK.TubNTC.6,EUK.BLANK.1,OTU,assignmentQual,taxID,superkingdom,phylum,class,order,family,genus,species,Sum
ASV_1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1523,Low,707591,Bacteria,Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas aquimaris,0
ASV_1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1524,Low,523209,Eukaryota,Cercozoa,,,,Auranticordis,Auranticordis quadriverberis,0
ASV_1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1525,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1526,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1527,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1528,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1529,Low,88552,Eukaryota,,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya sp.,0
ASV_1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1530,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1531,Low,2053489,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,0
ASV_1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1532,Low,1936003,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera,Anaerohalosphaera lusitana,0
ASV_1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1533,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1534,Low,629759,Eukaryota,Cercozoa,Thecofilosea,,Ebriacea,Botuliforma,Botuliforma benthica,0
ASV_1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1535,Low,2026780,Bacteria,Planctomycetota,,,,,Planctomycetota bacterium,0
ASV_1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1536,Low,230410,Eukaryota,,,Pirsoniales,,Pirsonia,Pirsonia guinardiae,0
ASV_1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1537,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1538,Low,3711,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica rapa,0
ASV_1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1539,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1540,Low,44656,Eukaryota,Chlorophyta,Chlorophyceae,Protosiphonales,Protosiphonaceae,Protosiphon,Protosiphon botryoides,0
ASV_1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1541,Low,374515,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhodovibrionaceae,Pelagibius,Pelagibius litoralis,0
ASV_1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1542,High-MH,None,Eukaryota,Euglenozoa,Kinetoplastea,NA,NA,NA,NA,0
ASV_1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1543,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1544,Low,577650,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus propionicus,0
ASV_1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1545,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1546,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1547,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1548,Low,1869227,Bacteria,,,,,,bacterium,0
ASV_1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1549,Low,2185278,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas halophila,0
ASV_1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1550,Low,2528005,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Stieleria,Stieleria varia,0
ASV_1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1551,Low,232537,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rhodoluna,Rhodoluna limnophila,0
ASV_1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1552,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1553,Low,2250252,Bacteria,Candidatus Sumerlaeota,Candidatus Sumerlaeia,Candidatus Sumerlaeales,Candidatus Sumerlaeaceae,Candidatus Sumerlaea,Candidatus Sumerlaea chitinivorans,0
ASV_1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,ASV_1554,High-MH,None,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,NA,NA,73
ASV_1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1555,Low,1869227,Bacteria,,,,,,bacterium,0
ASV_1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1556,Low,110316,Eukaryota,Apicomplexa,Conoidasida,Eugregarinorida,Monocystidae,Monocystis,Monocystis agilis,0
ASV_1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1557,Low,2026747,Archaea,Candidatus Heimdallarchaeota,,,,,Candidatus Heimdallarchaeota archaeon,0
ASV_1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1558,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1559,High-MH,None,Eukaryota,NA,NA,NA,NA,NA,NA,0
ASV_1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1560,High,324873,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,0
ASV_1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1561,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1562,Low,959,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,0
ASV_1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1563,High,44834,,,,,,,unidentified soil organism R6-59,0
ASV_1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1564,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1565,Low,3032086,Eukaryota,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,Molgula griffithsii,0
ASV_1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1566,High-MH,None,Eukaryota,,Phaeophyceae,NA,NA,NA,NA,0
ASV_1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1567,Low,407301,Eukaryota,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum,0
ASV_1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ASV_1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1569,Low,47937,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,,,unidentified planctomycete,0
ASV_1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1570,Low,2527984,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Bremerella,Bremerella volcania,0
ASV_1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1571,High,1680827,Archaea,Candidatus Thermoplasmatota,Candidatus Poseidoniia,Candidatus Poseidoniales,Candidatus Thalassarchaeaceae,Candidatus Thalassoarchaea,Candidatus Thalassoarchaea mediterranii,0
ASV_1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1572,Low,2303331,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Solimonas,Solimonas sp. K1W22B-7,0
ASV_1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1573,Low,980251,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,Mariniblastus fucicola,0
ASV_1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1574,High,136140,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia clausii,0
ASV_1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1575,Low,87111,Eukaryota,,Bigyra,Thraustochytrida,Thraustochytriaceae,Aplanochytrium,Aplanochytrium kerguelense,0
ASV_1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1576,High-MH,None,Eukaryota,Haptophyta,,NA,NA,NA,NA,0
ASV_1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1577,Low,1003145,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Tryblionella apiculata,0
ASV_1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1578,Low,1936003,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera,Anaerohalosphaera lusitana,0
ASV_1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1579,High-MH,None,Bacteria,NA,NA,NA,NA,NA,NA,0
ASV_1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1580,Low,1323948,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina watsonii,0
ASV_1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1581,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1582,Low,1742923,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,Thermostilla,Thermostilla marina,0
ASV_1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ASV_1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1584,Low,1869227,Bacteria,,,,,,bacterium,0
ASV_1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1585,Low,1928494,Eukaryota,,Choanoflagellata,Craspedida,Salpingoecidae,Salpingoeca,Salpingoeca helianthica,0
ASV_1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1586,High-MH,None,Eukaryota,Cnidaria,Anthozoa,Malacalcyonacea,NA,NA,NA,0
ASV_1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1587,Low,2802972,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,,,Bryobacterales bacterium F-183,0
ASV_1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1588,High-MH,None,Eukaryota,Annelida,Polychaeta,Echiuroidea,Echiuridae,Echiurus,NA,0
ASV_1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1589,Low,1869227,Bacteria,,,,,,bacterium,0
ASV_1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1590,Low,1869227,Bacteria,,,,,,bacterium,0
ASV_1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1591,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1592,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1593,Low,342586,Eukaryota,,Dinophyceae,,,,Dinophyceae sp. ex Thalassicolla nucleata,0
ASV_1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1594,Low,629752,Eukaryota,Cercozoa,Imbricatea,Thaumatomonadida,Thaumatomastigidae,Protaspis,Protaspis sp. CC-2009a,0
ASV_1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1595,Low,629759,Eukaryota,Cercozoa,Thecofilosea,,Ebriacea,Botuliforma,Botuliforma benthica,0
ASV_1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1596,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1597,Low,1632579,Bacteria,,,,,,bacterium YC-ZSS-LKJ182,0
ASV_1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ASV_1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1599,Low,408072,Eukaryota,Ciliophora,Odontostomatea,Odontostomatida,Epalxellidae,Epalxella,Epalxella antiquorum,0
ASV_1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1600,High-MH,None,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,NA,NA,0
ASV_1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1601,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1602,Low,77631,Bacteria,,Deltaproteobacteria,,,,sulfate-reducing bacterium mXyS1,0
ASV_1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1603,Low,694315,Bacteria,Myxococcota,,Haliangiales,Kofleriaceae,Kofleria,Kofleria flava,0
ASV_1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1604,Low,2588357,Eukaryota,Endomyxa,,Vampyrellida,Vampyrellidae,,Vampyrellidae sp.,0
ASV_1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1605,Low,55779,Bacteria,Bacillota,Clostridia,Moorellales,Moorellaceae,Moorella,Moorella glycerini,0
ASV_1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1606,Low,1870148,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pammene,Pammene aurita,0
ASV_1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1607,Low,119757,Eukaryota,Endomyxa,Phytomyxea,Plasmodiophorida,Plasmodiophoridae,Spongospora,Spongospora subterranea,0
ASV_1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1608,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1609,Low,195967,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica,0
ASV_1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1610,Low,2728127,Eukaryota,,Choanoflagellata,,,,Choanoflagellata sp. HFCC164,0
ASV_1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1611,Low,2910168,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,,,Longimicrobiales bacterium,0
ASV_1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1612,Low,47960,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioalkalibacteraceae,Guyparkeria,Guyparkeria halophila,0
ASV_1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1613,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1614,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1615,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1616,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1617,Low,1936003,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera,Anaerohalosphaera lusitana,0
ASV_1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1618,Low,266815,Eukaryota,Euglenozoa,Kinetoplastea,Neobodonida,,Rhynchobodo,Rhynchobodo sp. Hamilton Lake,0
ASV_1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1619,Low,76791,Eukaryota,,Phaeophyceae,Asterocladales,Asterocladaceae,Asterocladon,Asterocladon lobatum,0
ASV_1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1620,Low,505693,Eukaryota,,,,Chromeraceae,Chromera,Chromera velia,0
ASV_1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1621,High,136184,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus,0
ASV_1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1622,High-MH,None,Eukaryota,,Dinophyceae,NA,NA,NA,NA,0
ASV_1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1623,Low,2026780,Bacteria,Planctomycetota,,,,,Planctomycetota bacterium,0
ASV_1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1624,Low,2792763,Eukaryota,,Bigyra,Amphifilida,,Sorodiplophrys,Sorodiplophrys sp.,0
ASV_1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1625,Low,2819933,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. 15MV,0
ASV_1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1626,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1627,High-MH,None,Eukaryota,NA,NA,NA,NA,NA,NA,0
ASV_1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1628,Low,2910168,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,,,Longimicrobiales bacterium,0
ASV_1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1629,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1630,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1631,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1632,Low,55779,Bacteria,Bacillota,Clostridia,Moorellales,Moorellaceae,Moorella,Moorella glycerini,0
ASV_1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1633,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1634,Low,538381,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Stappia,Stappia indica,0
ASV_1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1635,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1636,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1637,Low,1662860,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Cystoisospora,Cystoisospora canis,0
ASV_1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1638,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1639,Low-MH-S,1312089;1312103;1312105,Eukaryota,,Bigyra,Oblongichytrida,,Oblongichytrium,NA,0
ASV_1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1640,Low,2528023,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Urbifossiella,Urbifossiella limnaea,0
ASV_1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1641,Low,2012228,Eukaryota,Cryptomycota,,,,,Cryptomycota sp.,0
ASV_1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1642,Low,2528005,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Stieleria,Stieleria varia,0
ASV_1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1643,High-MH,None,Bacteria,Pseudomonadota,Betaproteobacteria,NA,NA,NA,NA,0
ASV_1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1644,Low,2862496,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium arenosum,0
ASV_1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1645,High,28020,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Furcellariaceae,Furcellaria,Furcellaria lumbricalis,0
ASV_1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1646,Low,2715679,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Dissulfurispiraceae,Dissulfurispira,Dissulfurispira thermophila,0
ASV_1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1647,High-MH,None,Eukaryota,NA,NA,NA,NA,NA,NA,0
ASV_1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1648,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1649,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1650,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1651,Low,2588357,Eukaryota,Endomyxa,,Vampyrellida,Vampyrellidae,,Vampyrellidae sp.,0
ASV_1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1652,Low,1979794,Eukaryota,Cercozoa,,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas sp.,0
ASV_1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1653,Low,1003181,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiomargarita,Candidatus Thiomargarita nelsonii,0
ASV_1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1654,Low,37102,Eukaryota,,Choanoflagellata,Craspedida,Salpingoecidae,Sphaeroeca,Sphaeroeca volvox,0
ASV_1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1655,Low,1165209,Bacteria,,,,,,bacterium WH5-6,0
ASV_1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_1656,None,None,NA,NA,NA,NA,NA,NA,NA,0
