"","EUK.BLANK","EUK.ExrNTC","EUK.ExrPTC","EUK.LH.MD9.0000","EUK.LH.MD9.0250","EUK.LH.MD9.0450","EUK.LH.MD9.0700","EUK.LH.MD9.0900","EUK.LH.MD9.1150","EUK.NM.MD9.1849","EUK.NM.MD9.2050","EUK.NM.MD9.2250","EUK.NM.MD9.2450","EUK.NM.MD9.2650","EUK.TubNTC","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"ASV_2919",0,0,0,0,3,2,7,6,2,0,0,0,0,0,0,"ASV_2919","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2920",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_2920","Low","315533","Eukaryota","Tubulinea","Elardia","Euamoebida","Hartmannellidae","Nolandella","Nolandella abertawensis"
"ASV_2921",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"ASV_2921","Low","3711","Eukaryota","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica","Brassica rapa"
"ASV_2922",0,0,0,0,7,3,2,5,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2923",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2923","Low","2030826","Eukaryota","Endomyxa","Phytomyxea","Phagomyxida","","Maullinia","Maullinia braseltonii"
"ASV_2924",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2924","Low","1619079","Bacteria","","","","","","candidate division TM6 bacterium GW2011_GWF2_32_72"
"ASV_2925",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,"ASV_2925","Low","2026780","Bacteria","Planctomycetota","","","","","Planctomycetota bacterium"
"ASV_2926",0,0,0,0,0,6,5,3,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2927",0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,"ASV_2927","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2928",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2928","Low","2650471","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Lacipirellula","Lacipirellula parvula"
"ASV_2929",0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,"ASV_2929","High","407301","Eukaryota","","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium veneficum"
"ASV_2930",0,0,0,8,1,1,3,1,0,0,0,0,0,0,0,"ASV_2930","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2931",0,0,8,2,1,6,0,2,1,0,1,1,0,0,0,"ASV_2931","Low","2715679","Bacteria","Nitrospirota","Thermodesulfovibrionia","Thermodesulfovibrionales","Dissulfurispiraceae","Dissulfurispira","Dissulfurispira thermophila"
"ASV_2932",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2932","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2933",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2933","Low","1387159","Eukaryota","Mucoromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora spinosissima"
"ASV_2934",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2935",0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2936",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"ASV_2936","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2937",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2938",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2938","High","569436","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Polycarpa","Polycarpa mytiligera"
"ASV_2939",0,0,2,8,2,0,0,0,1,0,0,0,0,0,0,"ASV_2939","Low","627966","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. PBS05"
"ASV_2940",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2940","Low","2528023","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Urbifossiella","Urbifossiella limnaea"
"ASV_2941",0,0,0,4,1,8,0,0,0,0,0,0,0,0,0,"ASV_2941","Low","2567896","Bacteria","Myxococcota","","Polyangiales","Polyangiaceae","Polyangium","Polyangium aurulentum"
"ASV_2942",0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,"ASV_2942","Low","2608982","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","Gimesia benthica"
"ASV_2943",0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2944",0,0,0,8,1,4,1,1,0,0,0,0,0,0,0,"ASV_2944","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2945",0,0,0,1,8,1,1,1,0,0,0,0,1,0,0,"ASV_2945","Low","1619072","Bacteria","","","","","","candidate division TM6 bacterium GW2011_GWA2_36_9"
"ASV_2946",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_2946","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2947",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2947","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2948",0,0,0,1,6,6,3,3,2,0,0,2,0,1,0,"ASV_2948","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV_2949",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2949","Low","407301","Eukaryota","","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium veneficum"
"ASV_2950",0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,"ASV_2950","Low","2012228","Eukaryota","Cryptomycota","","","","","Cryptomycota sp."
"ASV_2951",0,0,0,8,5,2,1,0,1,0,0,0,0,0,0,"ASV_2951","Low","2052181","Bacteria","Planctomycetota","Planctomycetia","","","","Planctomycetia bacterium"
"ASV_2952",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2953",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"ASV_2953","Low","1003181","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiomargarita","Candidatus Thiomargarita nelsonii"
"ASV_2954",0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,"ASV_2954","Low","1632648","Bacteria","","","","","","bacterium YC-ZSS-LKJ67"
"ASV_2955",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"ASV_2955","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2956",0,0,4,8,1,1,0,0,0,0,0,0,0,0,0,"ASV_2956","Low","1979241","Eukaryota","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizoglomus","Rhizoglomus dunense"
"ASV_2957",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,"ASV_2957","Low","1906666","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","","","","Thermoplasmata archaeon"
"ASV_2958",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_2958","Low","2728118","Eukaryota","Euglenozoa","Kinetoplastea","Eubodonida","Bodonidae","","Bodonidae sp. HFCC654"
"ASV_2959",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_2959","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV_2960",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2961",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2962",0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,"ASV_2962","Low","2602016","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Hypericibacter","Hypericibacter adhaerens"
"ASV_2963",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2963","Low","777","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella","Coxiella burnetii"
"ASV_2964",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2964","Low","1010633","Eukaryota","Streptophyta","Magnoliopsida","Poales","Poaceae","Digitaria","Digitaria exilis"
"ASV_2965",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_2965","Low","1742923","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Thermoguttaceae","Thermostilla","Thermostilla marina"
"ASV_2966",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"ASV_2966","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2967",0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,"ASV_2967","Low-MH-S","1618364;1618504","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_2968",0,0,0,1,0,6,4,2,3,1,1,2,1,0,0,"ASV_2968","Low","1215646","Eukaryota","Discosea","Flabellinia","","Vannellidae","Vannella","Vannella sp. JKS2"
"ASV_2969",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2969","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2970",0,0,8,2,0,2,2,2,1,1,0,0,0,0,0,"ASV_2970","Low","70125","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira sp."
"ASV_2971",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_2971","Low","2026780","Bacteria","Planctomycetota","","","","","Planctomycetota bacterium"
"ASV_2972",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"ASV_2972","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2973",0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2974",0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,"ASV_2974","Low","2291665","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Rhoicospheniaceae","Tursiocola","Tursiocola sp."
"ASV_2975",0,0,0,0,1,4,3,4,4,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2976",0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,"ASV_2976","Low","1215984","Eukaryota","Tubulinea","Echinamoebida","","Echinamoebidae","Echinamoeba","Echinamoeba silvestris"
"ASV_2977",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,"ASV_2977","Low","1165170","Bacteria","","","","","","bacterium SH1-10"
"ASV_2978",0,0,0,0,0,1,1,2,1,4,1,1,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2979",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"ASV_2979","Low","336980","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Clytiidae","Clytia","Clytia noliformis"
"ASV_2980",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_2980","Low","2527996","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Crateriforma","Crateriforma conspicua"
"ASV_2981",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2982",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2983",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2983","Low","1215640","Eukaryota","Discosea","Flabellinia","","Vannellidae","Vannella","Vannella sp. ELH5"
"ASV_2984",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_2984","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"ASV_2985",0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,"ASV_2985","Low","3030862","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","Aplanochytrium","Aplanochytrium minuta"
"ASV_2986",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2986","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2987",0,0,0,4,5,3,7,3,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2988",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2989",0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,"ASV_2989","Low","89381","Eukaryota","Foraminifera","","Rotaliida","Rotaliidae","Pararotalia","Pararotalia nipponica"
"ASV_2990",0,0,0,2,4,4,2,1,0,0,3,1,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2991",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,"ASV_2991","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"ASV_2992",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2993",0,0,0,8,1,4,3,2,3,0,1,0,0,0,0,"ASV_2993","Low","1384505","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros contortus"
"ASV_2994",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_2995",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_2995","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2996",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2996","Low","2910168","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","","","Longimicrobiales bacterium"
"ASV_2997",0,0,8,2,1,0,1,0,1,1,0,0,0,0,0,"ASV_2997","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2998",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2998","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_2999",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_2999","Low","214687","Eukaryota","Streptophyta","Magnoliopsida","Zingiberales","Musaceae","Musa","Musa acuminata"
"ASV_3000",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"ASV_3000","Low","2831970","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis eucommiae"
"ASV_3001",0,0,0,0,6,0,4,0,7,0,0,0,0,0,0,"ASV_3001","Low","470921","Eukaryota","","Ichthyosporea","Ichthyophonida","","Creolimax","Creolimax fragrantissima"
"ASV_3002",0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,"ASV_3002","High","303684","Bacteria","","","","","","bacterium Schreyahn_AOB_Sali_Kultur_19"
"ASV_3003",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"ASV_3003","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3004",0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,"ASV_3004","Low","1869227","Bacteria","","","","","","bacterium"
"ASV_3005",0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,"ASV_3005","Low","1851148","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Sedimentisphaeraceae","Limihaloglobus","Limihaloglobus sulfuriphilus"
"ASV_3006",0,0,0,7,3,4,3,5,2,0,0,0,0,0,0,"ASV_3006","Low","2796361","Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Kingella","Kingella bonacorsii"
"ASV_3007",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_3007","Low","2052683","Eukaryota","Oomycota","","Pythiales","Pythiaceae","Globisporangium","Globisporangium ultimum"
"ASV_3008",0,0,0,8,1,1,0,1,0,0,0,0,0,0,0,"ASV_3008","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3009",0,0,5,3,2,2,4,0,1,1,0,0,0,0,0,"ASV_3009","Low","410738","Eukaryota","","Dinophyceae","Peridiniales","Pfiesteriaceae","Pfiesteria","Pfiesteria shumwayae"
"ASV_3010",0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,"ASV_3010","Low","2030824","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","Phycisphaera sp."
"ASV_3011",0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,"ASV_3011","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3012",0,0,0,3,7,7,4,3,2,2,0,0,0,0,0,"ASV_3012","Low","2576787","Eukaryota","Rotifera","Eurotatoria","Ploima","Synchaetidae","Synchaeta","Synchaeta stylata"
"ASV_3013",0,0,0,0,0,1,3,0,2,2,2,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3014",0,0,0,0,8,4,4,1,0,0,0,0,0,0,0,"ASV_3014","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3015",0,0,1,4,8,2,3,2,3,0,0,1,1,0,0,"ASV_3015","Low","673862","Bacteria","","Candidatus Babeliae","Candidatus Babeliales","Candidatus Babeliaceae","Candidatus Babela","Candidatus Babela massiliensis"
"ASV_3016",0,0,0,3,3,5,3,6,4,1,0,0,0,0,0,"ASV_3016","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3017",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"ASV_3017","Low","525924","Bacteria","Myxococcota","","Polyangiales","Phaselicystidaceae","Phaselicystis","Phaselicystis flava"
"ASV_3018",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3019",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"ASV_3019","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3020",0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,"ASV_3020","High","132611","Eukaryota","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas australis"
"ASV_3021",0,0,0,0,1,1,2,0,1,2,0,0,0,0,0,"ASV_3021","Low","46431","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Pelobacter","Pelobacter sp."
"ASV_3022",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_3022","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3023",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3024",0,0,0,4,1,0,8,0,0,0,0,0,0,0,0,"ASV_3024","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3025",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,"ASV_3025","Low","121116","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","","Gemmata-like str. JW3-8s0"
"ASV_3026",0,0,6,5,0,1,0,1,0,0,0,0,0,0,0,"ASV_3026","Low","2811987","Eukaryota","Arthropoda","Arachnida","Ricinulei","Ricinoididae","Pseudocellus","Pseudocellus sp. n. MCZ IZ 136271"
"ASV_3027",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3028",0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,"ASV_3028","Low","1552945","Bacteria","Myxococcota","Myxococcia","Myxococcales","","","Sorangiineae bacterium MSr9495"
"ASV_3029",0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,"ASV_3029","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3030",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3031",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_3031","Low","1490","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Paraclostridium","Paraclostridium bifermentans"
"ASV_3032",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3033",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3034",0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,"ASV_3034","Low","2605704","Eukaryota","","","","Alphamonaceae","Alphamonas","Alphamonas edax"
"ASV_3035",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_3035","High","85466","Eukaryota","","Acantharea","Chaunacanthida","","","Chaunacanthid 217"
"ASV_3036",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_3036","Low","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"ASV_3037",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"ASV_3037","Low","2602750","Bacteria","Pseudomonadota","Hydrogenophilia","","","Pelomicrobium","Pelomicrobium methylotrophicum"
"ASV_3038",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_3038","Low","278112","Eukaryota","Oomycota","","Lagenidiales","Haliphthoraceae","Haliphthoros","Haliphthoros sp. NJM 0034"
"ASV_3039",0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,"ASV_3039","Low","2528023","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Urbifossiella","Urbifossiella limnaea"
"ASV_3040",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3041",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"ASV_3041","High-MH","None","Eukaryota","Basidiomycota","Agaricomycetes","Phallales","Phallaceae",NA,NA
"ASV_3042",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,"ASV_3042","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3043",0,0,2,4,0,3,1,3,5,2,1,0,0,1,0,"ASV_3043","Low","2052180","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","","","Phycisphaerales bacterium"
"ASV_3044",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_3044","Low","1141497","Archaea","","","","","","archaeon PY-10"
"ASV_3045",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"ASV_3045","Low","230410","Eukaryota","","","Pirsoniales","","Pirsonia","Pirsonia guinardiae"
"ASV_3046",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_3046","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3047",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_3047","Low","2918516","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","Endozoicomonas sp. SCSIO W0465"
"ASV_3048",0,0,0,8,0,2,0,2,0,1,0,0,0,0,0,"ASV_3048","Low","2877741","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Bulleribasidium","Bulleribasidium pseudopanici"
"ASV_3049",0,0,0,0,1,2,1,1,1,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3050",0,0,0,4,6,4,5,3,1,2,0,1,2,1,0,"ASV_3050","Low-MH-S","1618364;1618504","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3051",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3052",0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,"ASV_3052","Low","2011922","Eukaryota","Chytridiomycota","Chytridiomycetes","Rhizophydiales","","","Rhizophydiales sp."
"ASV_3053",0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,"ASV_3053","Low","163311","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Geminella","Geminella sp. SAG 20.84"
"ASV_3054",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_3054","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3055",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_3055","Low","366603","Eukaryota","","Polycystinea","Nassellaria","Plagiacanthidae","Lithomelissa","Lithomelissa sp. 8012"
"ASV_3056",0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,"ASV_3056","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3057",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"ASV_3057","Low","2528005","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Stieleria","Stieleria varia"
"ASV_3058",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_3058","Low","1028752","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella aestuarii"
"ASV_3059",0,0,0,4,3,7,3,2,2,0,0,0,0,0,0,"ASV_3059","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3060",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"ASV_3060","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3061",0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,"ASV_3061","Low","629754","Eukaryota","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomastigidae","Protaspis","Protaspis sp. CC-2009c"
"ASV_3062",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"ASV_3062","Low","37475","Eukaryota","","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas foraminifera"
"ASV_3063",0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3064",0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,"ASV_3064","Low","2751370","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Rhabdothermincola","Rhabdothermincola sediminis"
"ASV_3065",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3066",0,0,0,0,0,5,3,1,0,2,3,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3067",0,0,0,3,6,3,4,5,2,0,0,0,0,0,0,"ASV_3067","Low","3125","Eukaryota","Streptophyta","Coleochaetophyceae","Coleochaetales","Coleochaetaceae","Coleochaete","Coleochaete scutata"
"ASV_3068",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3069",0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_3070",0,0,0,5,5,6,2,1,1,1,0,0,0,0,0,"ASV_3070","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_3071",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"ASV_3071","Low","2316431","Eukaryota","Microsporidia","","","","","Microsporidia sp. clade II"
"ASV_3072",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_3072","None","None",NA,NA,NA,NA,NA,NA,NA
